Fytoken,Symbol Details,Tick size,ISIN,NSE_SYMBOL,SYMBOL
101000000017882,ORIANA POWER LIMITED,0.05,INE0OUT01019,NSE:ORIANA-SM,ORIANA
101000000017885,D.B.CORP LTD,0.05,INE950I01011,NSE:DBCORP-BE,DBCORP
101000000017898,VINSYS IT SERVICES IND LT,0.05,INE0OSJ01014,NSE:VINSYS-SM,VINSYS
1010000000179,SDL TN 6.69% 2030,0.01,IN3120200297,NSE:669TN30-SG,669TN30
101000000017903,ABBOTT INDIA LIMITED,0.05,INE358A01014,NSE:ABBOTINDIA-EQ,ABBOTINDIA
101000000017920,HOUSING DEV & INFRA LTD,0.05,INE191I01012,NSE:HDIL-BZ,HDIL
101000000017922,GEEKAY WIRES LIMITED,0.05,INE669X01024,NSE:GEEKAYWIRE-EQ,GEEKAYWIRE
101000000017927,BAYER CROPSCIENCE LTD,0.05,INE462A01022,NSE:BAYERCROP-EQ,BAYERCROP
101000000017928,SEC RE NCD 8.25% SR 1,0.01,INE121A07RH2,NSE:CHOLAFIN-N6,CHOLAFIN
101000000017933,BEARDSELL LIMITED,0.05,INE520H01022,NSE:BEARDSELL-EQ,BEARDSELL
101000000017934,SEC RE NCD SR 2,0.01,INE121A07RG4,NSE:CHOLAFIN-N7,CHOLAFIN
101000000017939,HINDUSTAN COPPER LTD,0.05,INE531E01026,NSE:HINDCOPPER-EQ,HINDCOPPER
101000000017940,SEC RE NCD 8.30% SR 3,0.01,INE121A07RF6,NSE:CHOLAFIN-N8,CHOLAFIN
101000000017945,SUVEN PHARMACEUTICALS LTD,0.05,INE03QK01018,NSE:SUVENPHAR-EQ,SUVENPHAR
101000000017950,MELSTAR INFORMATION TECH,0.05,INE817A01019,NSE:MELSTAR-BZ,MELSTAR
101000000017952,SEC RE NCD SR 4,0.01,INE121A07RD1,NSE:CHOLAFIN-N9,CHOLAFIN
101000000017957,MMTC LIMITED,0.05,INE123F01029,NSE:MMTC-EQ,MMTC
101000000017958,SEC RE NCD 8.40% SR 5,0.01,INE121A07RE9,NSE:CHOLAFIN-NA,CHOLAFIN
101000000017963,NESTLE INDIA LIMITED,0.05,INE239A01024,NSE:NESTLEIND-EQ,NESTLEIND
101000000017964,SEC RE NCD SR 6,0.01,INE121A07RI0,NSE:CHOLAFIN-NB,CHOLAFIN
10100000001797,ANTONY WASTE HDG CELL LTD,0.05,INE01BK01022,NSE:AWHCL-EQ,AWHCL
101000000017971,SBI CARDS & PAY SER LTD,0.05,INE018E01016,NSE:SBICARD-EQ,SBICARD
101000000017985,PRAMERAMC - PGIMCSA1G,0.01,INF663L01U65,NSE:PGIMCSA1G-MF,PGIMCSA1G
101000000017986,PRAMERAMC - PGIMCSA2D,0.01,INF663L01U73,NSE:PGIMCSA2D-MF,PGIMCSA2D
101000000017991,TRF LIMITED,0.05,INE391D01019,NSE:TRF-BE,TRF
101000000017993,PRAMERAMC - PGIMCSA3D,0.01,INF663L01U81,NSE:PGIMCSA3D-MF,PGIMCSA3D
101000000017994,PRAMERAMC - PGIMCSA4D,0.01,INF663L01U99,NSE:PGIMCSA4D-MF,PGIMCSA4D
101000000017995,PRAMERAMC - PGIMCSR1D,0.01,INF663L01V31,NSE:PGIMCSR1D-MF,PGIMCSR1D
101000000017996,PRAMERAMC - PGIMCSR2G,0.01,INF663L01V07,NSE:PGIMCSR2G-MF,PGIMCSR2G
101000000017997,PRAMERAMC - PGIMCSR3D,0.01,INF663L01V15,NSE:PGIMCSR3D-MF,PGIMCSR3D
101000000017998,PRAMERAMC - PGIMCSR4D,0.01,INF663L01V23,NSE:PGIMCSR4D-MF,PGIMCSR4D
101000000017999,UNITED NILGIRI TEA LTD,0.05,INE458F01011,NSE:UNITEDTEA-EQ,UNITEDTEA
101000000018,SDL RJ 6.6% 2030,0.01,IN2920200366,NSE:66RJ30-SG,66RJ30
101000000018005,BARODAPAMC - BPF02D1R,0.01,INF955L01JK3,NSE:BPF02D1R-MF,BPF02D1R
101000000018006,BARODAPAMC BPF02D2G,0.01,INF955L01JF3,NSE:BPF02D2G-MF,BPF02D2G
101000000018007,BARODAPAMC - BPF02D3D,0.01,INF955L01JI7,NSE:BPF02D3D-MF,BPF02D3D
101000000018008,BARODAPAMC - BPF02D3R,0.01,INF955L01JJ5,NSE:BPF02D3R-MF,BPF02D3R
101000000018009,BARODAPAMC - BPF02D4D,0.01,INF955L01JG1,NSE:BPF02D4D-MF,BPF02D4D
101000000018010,BARODAPAMC - BPF02D4R,0.01,INF955L01JH9,NSE:BPF02D4R-MF,BPF02D4R
101000000018011,WHIRLPOOL OF INDIA LTD,0.05,INE716A01013,NSE:WHIRLPOOL-EQ,WHIRLPOOL
101000000018018,GACM TECHNOLOGIES LIMITED,0.05,INE224E01028,NSE:GATECH-BE,GATECH
101000000018021,VL E GOV AND IT SOL LTD,0.05,INE03HW01020,NSE:VLEGOV-BE,VLEGOV
101000000018024,SETUBANDHAN INFRA LTD,0.05,INE023M01027,NSE:SETUINFRA-BZ,SETUINFRA
101000000018025,GOI LOAN  7.18% 2033,0.01,IN0020230085,NSE:718GS2033-GS,718GS2033
101000000018026,SBFC FINANCE LIMITED,0.05,INE423Y01016,NSE:SBFC-EQ,SBFC
101000000018029,MBL INFRASTRUCTURE LTD,0.05,INE912H01013,NSE:MBLINFRA-EQ,MBLINFRA
101000000018035,SANGANI HOSPITALS LIMITED,0.05,INE0OVI01010,NSE:SANGANI-SM,SANGANI
101000000018039,ADVANCED ENZYME TECH LTD,0.05,INE837H01020,NSE:ADVENZYMES-EQ,ADVENZYMES
101000000018040,YUDIZ SOLUTIONS LIMITED,0.05,INE09FA01019,NSE:YUDIZ-SM,YUDIZ
101000000018049,MINDTECK (INDIA) LIMITED,0.05,INE110B01017,NSE:MINDTECK-EQ,MINDTECK
10100000001805,KABRA EXTRUSION TECHNIK L,0.05,INE900B01029,NSE:KABRAEXTRU-EQ,KABRAEXTRU
101000000018056,SRIVARI SPICES N FOODS L,0.05,INE0ON201012,NSE:SSFL-SM,SSFL
101000000018060,CONCORD BIOTECH LIMITED,0.05,INE338H01029,NSE:CONCORDBIO-EQ,CONCORDBIO
101000000018062,BARODAPAMC - BPF02D5R,0.01,INF955L01JL1,NSE:BPF02D5R-MF,BPF02D5R
101000000018063,BARODAPAMC BPF02IDR,0.01,INF955L01JD8,NSE:BPF02IDR-MF,BPF02IDR
101000000018064,BARODAPAMC BPF02IGG,0.01,INF955L01IY6,NSE:BPF02IGG-MF,BPF02IGG
101000000018065,BARODAPAMC BPF02IMD,0.01,INF955L01JB2,NSE:BPF02IMD-MF,BPF02IMD
101000000018066,BARODAPAMC BPF02IMR,0.01,INF955L01JC0,NSE:BPF02IMR-MF,BPF02IMR
101000000018067,BARODAPAMC BPF02IQD,0.01,INF955L01IZ3,NSE:BPF02IQD-MF,BPF02IQD
10100000001808,KAJARIA CERAMICS LTD,0.05,INE217B01036,NSE:KAJARIACER-EQ,KAJARIACER
101000000018080,SDL BR 7.5% 2031,0.01,IN1320230031,NSE:75BR31-SG,75BR31
101000000018081,SDL HR 7.49% 2033,0.01,IN1620230145,NSE:749HR33-SG,749HR33
101000000018082,SDL GA 7.5% 2033,0.01,IN1420230055,NSE:75GA33-SG,75GA33
101000000018083,SDL PN 7.52% 2035,0.01,IN2820230109,NSE:752PN35-SG,752PN35
101000000018084,SDL MN 7.51% 2035,0.01,IN2320230047,NSE:751MN35-SG,751MN35
101000000018085,SDL UP 7.5% 2035,0.01,IN3320230052,NSE:75UP35-SG,75UP35
101000000018086,DILIP BUILDCON LIMITED,0.05,INE917M01012,NSE:DBL-EQ,DBL
101000000018087,SDL PN 7.51% 2036,0.01,IN2820230117,NSE:751PN36-SG,751PN36
101000000018088,SDL PN 7.49% 2037,0.01,IN2820230125,NSE:749PN37-SG,749PN37
101000000018093,BARODAPAMC BPF02IQR,0.01,INF955L01JA4,NSE:BPF02IQR-MF,BPF02IQR
101000000018094,BARODAPAMC BPF02IWR,0.01,INF955L01JE6,NSE:BPF02IWR-MF,BPF02IWR
101000000018095,BARODAPAMC - BPF02RDR,0.01,INF955L01JN7,NSE:BPF02RDR-MF,BPF02RDR
101000000018096,JUBILANT FOODWORKS LTD,0.05,INE797F01020,NSE:JUBLFOOD-EQ,JUBLFOOD
101000000018097,SDL KL 7.47% 2039,0.01,IN2020230115,NSE:747KL39-SG,747KL39
101000000018098,SDL TS 7.45% 2047,0.01,IN4520230207,NSE:745TS47-SG,745TS47
1010000000181,RAJDARSHAN INDUSTRIES LTD,0.05,INE610C01014,NSE:ARENTERP-EQ,ARENTERP
101000000018102,KOTAK NIFTY ETF,0.01,INF174K014P6,NSE:NIFTY1-EQ,NIFTY1
101000000018105,SDL JK 7.45% 2053,0.01,IN4920230070,NSE:745JK53-SG,745JK53
10100000001811,KAKATIYA CEM SUGAR &IND L,0.05,INE437B01014,NSE:KAKATCEM-EQ,KAKATCEM
101000000018110,VASCON ENGINEERS LTD,0.05,INE893I01013,NSE:VASCONEQ-EQ,VASCONEQ
101000000018112,GOI TBILL 364D-16/08/24,0.01,IN002023Z224,NSE:364D160824-TB,364D160824
101000000018116,ELECTCAST WARRANTS,0.05,INE086A13016,NSE:ELECTCAST-W1,ELECTCAST
101000000018118,THANGAMAYIL JEWELLERY LTD,0.05,INE085J01014,NSE:THANGAMAYL-EQ,THANGAMAYL
101000000018119,SRG HOUSING FINANCE L,0.05,INE559N01010,NSE:SRGHFL-EQ,SRGHFL
101000000018124,D B REALTY LIMITED,0.05,INE879I01012,NSE:DBREALTY-EQ,DBREALTY
101000000018131,YASHO INDUSTRIES LIMITED,0.05,INE616Z01012,NSE:YASHO-EQ,YASHO
101000000018136,DOLPHIN OFF ENT (IND) L,0.05,INE920A01037,NSE:DOLPHIN-BE,DOLPHIN
10100000001814,KALPATARU PROJECT INT LTD,0.05,INE220B01022,NSE:KPIL-EQ,KPIL
101000000018142,EMMBI INDUSTRIES LIMITED,0.05,INE753K01015,NSE:EMMBI-EQ,EMMBI
101000000018143,JIO FIN SERVICES LTD,0.05,INE758E01017,NSE:JIOFIN-EQ,JIOFIN
101000000018151,TVS SUPPLY CHAIN SOL L,0.05,INE395N01027,NSE:TVSSCS-EQ,TVSSCS
101000000018154,HATHWAY CABLE & DATACOM,0.05,INE982F01036,NSE:HATHWAY-EQ,HATHWAY
101000000018160,BARODAPAMC - BPF02RGG,0.01,INF955L01JM9,NSE:BPF02RGG-MF,BPF02RGG
101000000018161,BARODAPAMC - BPF02RMD,0.01,INF955L01JP2,NSE:BPF02RMD-MF,BPF02RMD
101000000018162,BARODAPAMC - BPF02RMR,0.01,INF955L01JQ0,NSE:BPF02RMR-MF,BPF02RMR
101000000018163,BARODAPAMC - BPF02RWR,0.01,INF955L01JO5,NSE:BPF02RWR-MF,BPF02RWR
101000000018164,BARODAPAMC - BPF01D1D,0.01,INF955L01IW0,NSE:BPF01D1D-MF,BPF01D1D
101000000018165,BARODAPAMC - BPF01D1R,0.01,INF955L01IX8,NSE:BPF01D1R-MF,BPF01D1R
101000000018166,BARODAPAMC - BPF01D2G,0.01,INF955L01IT6,NSE:BPF01D2G-MF,BPF01D2G
101000000018167,BARODAPAMC - BPF01D3D,0.01,INF955L01IU4,NSE:BPF01D3D-MF,BPF01D3D
101000000018168,BARODAPAMC - BPF01D3R,0.01,INF955L01IV2,NSE:BPF01D3R-MF,BPF01D3R
101000000018169,BARODAPAMC - BPF01GPG,0.01,INF955L01IO7,NSE:BPF01GPG-MF,BPF01GPG
101000000018170,BARODAPAMC - BPF01MDD,0.01,INF955L01IR0,NSE:BPF01MDD-MF,BPF01MDD
101000000018171,BARODAPAMC - BPF01MDR,0.01,INF955L01IS8,NSE:BPF01MDR-MF,BPF01MDR
101000000018172,BARODAPAMC - BPF01QDD,0.01,INF955L01IP4,NSE:BPF01QDD-MF,BPF01QDD
101000000018173,BARODAPAMC - BPF01QDR,0.01,INF955L01IQ2,NSE:BPF01QDR-MF,BPF01QDR
101000000018174,FRANTEMAMC - IF3DPD,0.01,INF090I01WA9,NSE:IF3DPD-MF,IF3DPD
101000000018175,FRANTEMAMC - IF3GPD,0.01,INF090I01WB7,NSE:IF3GPD-MF,IF3GPD
101000000018176,FRANTEMAMC - IFD3DPD,0.01,INF090I01WC5,NSE:IFD3DPD-MF,IFD3DPD
101000000018177,FRANTEMAMC - IFD3GPD,0.01,INF090I01WD3,NSE:IFD3GPD-MF,IFD3GPD
101000000018178,FRANTEMAMC - FICRF3DP,0.01,INF090I01VW5,NSE:FICRF3DP-MF,FICRF3DP
101000000018179,FRANTEMAMC - FICRF3GP,0.01,INF090I01VX3,NSE:FICRF3GP-MF,FICRF3GP
101000000018180,FRANTEMAMC - FICRFD3DPD,0.01,INF090I01VY1,NSE:FICRFD3DPD-MF,FICRFD3DPD
101000000018181,FRANTEMAMC - FICRFD3GPD,0.01,INF090I01VZ8,NSE:FICRFD3GPD-MF,FICRFD3GPD
101000000018182,FRANTEMAMC - FISTIP3GP,0.01,INF090I01VN4,NSE:FISTIP3GP-MF,FISTIP3GP
101000000018183,FRANTEMAMC - FISTIP3MDP,0.01,INF090I01VP9,NSE:FISTIP3MDP-MF,FISTIP3MDP
101000000018185,HDFCAMC - HFMPCC50DD,0.01,INF179KC1HA0,NSE:HFMPCC50DD-MF,HFMPCC50DD
101000000018186,HDFCAMC - HFMPCC50RD,0.01,INF179KC1HC6,NSE:HFMPCC50RD-MF,HFMPCC50RD
101000000018191,HDFCAMC - HFMPCC75DD,0.01,INF179KC1HB8,NSE:HFMPCC75DD-MF,HFMPCC75DD
101000000018192,HDFCAMC - HFMPCC75RD,0.01,INF179KC1HD4,NSE:HFMPCC75RD-MF,HFMPCC75RD
101000000018196,FRANTEMAMC - FISTIP3QDP,0.01,INF090I01VO2,NSE:FISTIP3QDP-MF,FISTIP3QDP
101000000018197,FRANTEMAMC - FISTIP3WDP,0.01,INF090I01VQ7,NSE:FISTIP3WDP-MF,FISTIP3WDP
101000000018198,FRANTEMAMC - FISTIPD3GP,0.01,INF090I01VS3,NSE:FISTIPD3GP-MF,FISTIPD3GP
101000000018199,FRANTEMAMC - FISTIPD3MD,0.01,INF090I01VU9,NSE:FISTIPD3MD-MF,FISTIPD3MD
1010000000182,SDL KA 6.78% 2032,0.01,IN1920200269,NSE:678KA32-SG,678KA32
101000000018200,FRANTEMAMC - FISTIPD3QD,0.01,INF090I01VT1,NSE:FISTIPD3QD-MF,FISTIPD3QD
101000000018201,FRANTEMAMC - FISTIPD3WD,0.01,INF090I01VV7,NSE:FISTIPD3WD-MF,FISTIPD3WD
101000000018203,SDL AS 7.47% 2028,0.01,IN1220230081,NSE:747AS28-SG,747AS28
101000000018204,SDL BR 7.49% 2031,0.01,IN1320230049,NSE:749BR31-SG,749BR31
101000000018206,ARSS INFRA PROJ. LTD,0.05,INE267I01010,NSE:ARSSINFRA-BE,ARSSINFRA
101000000018208,ORIENT PRESS LIMITED,0.05,INE609C01024,NSE:ORIENTLTD-EQ,ORIENTLTD
101000000018209,SDL GA 7.49% 2033,0.01,IN1420230063,NSE:749GA33-SG,749GA33
10100000001821,SDL AS 5.32% 2026,0.01,IN1220200191,NSE:532AS26-SG,532AS26
101000000018210,SDL UP 7.49% 2034,0.01,IN3320230060,NSE:749UP34-SG,749UP34
101000000018214,TEXMO PIPE & PRODUCTS LTD,0.05,INE141K01013,NSE:TEXMOPIPES-EQ,TEXMOPIPES
101000000018215,SDL KL 7.47% 2037,0.01,IN2020230123,NSE:747KL37-SG,747KL37
101000000018216,SDL AP 7.46% 2038,0.01,IN1020230406,NSE:746AP38-SG,746AP38
101000000018220,KIRLOSKAR ELECTRIC CO LTD,0.05,INE134B01017,NSE:KECL-EQ,KECL
101000000018221,SDL MZ 7.46% 2039,0.01,IN2520230052,NSE:746MZ39-SG,746MZ39
101000000018226,MAN INFRA LTD,0.05,INE949H01023,NSE:MANINFRA-EQ,MANINFRA
101000000018228,GOI TBILL 364D-22/08/24,0.01,IN002023Z232,NSE:364D220824-TB,364D220824
101000000018235,LORDS CHLORO ALKALI LTD,0.05,INE846D01012,NSE:LORDSCHLO-BE,LORDSCHLO
10100000001824,SDL RJ 5.82% 2027,0.01,IN2920200556,NSE:582RJ27-SG,582RJ27
101000000018244,DEEP ENE RESOURCES LTD,0.05,INE677H01012,NSE:DEEPENR-EQ,DEEPENR
101000000018250,PYRAMID TECHNOPLAST LTD,0.05,INE0MIS01010,NSE:PYRAMID-EQ,PYRAMID
101000000018252,S. P. APPARELS LIMITED,0.05,INE212I01016,NSE:SPAL-EQ,SPAL
10100000001826,KAMAT HOTELS (I) LTD,0.05,INE967C01018,NSE:KAMATHOTEL-EQ,KAMATHOTEL
101000000018260,CROP LIFE SCIENCE LIMITED,0.05,INE00NH01017,NSE:CLSL-SM,CLSL
101000000018267,SUNGARNER ENERGIES LTD,0.05,INE0O3O01017,NSE:SEL-ST,SEL
101000000018268,AEROFLEX INDUSTRIES LTD,0.05,INE024001021,NSE:AEROFLEX-EQ,AEROFLEX
10100000001827,SDL GJ 6.45% 2030,0.01,IN1520200248,NSE:645GJ30A-SG,645GJ30A
101000000018279,HDFCAMC - HDFCLIQUID,0.01,INF179KC1HE2,NSE:HDFCLIQUID-EQ,HDFCLIQUID
101000000018283,SDL WB 7.4% 2042,0.01,IN3420230069,NSE:74WB42-SG,74WB42
101000000018284,NIP IND ETF HANGSENG BEES,0.01,INF204KB19I1,NSE:HNGSNGBEES-EQ,HNGSNGBEES
101000000018292,INVESCO INDIA GOLD ETF,0.05,INF205K01361,NSE:IVZINGOLD-EQ,IVZINGOLD
10100000001830,SDL GA 6.58% 2031,0.01,IN1420200231,NSE:658GA31-SG,658GA31
101000000018320,SDL BR 7.45% 2031,0.01,IN1320230056,NSE:745BR31-SG,745BR31
101000000018321,LG BALAKRISHNAN & BROS,0.05,INE337A01034,NSE:LGBBROSLTD-EQ,LGBBROSLTD
101000000018322,SDL RJ 7.44% 2033,0.01,IN2920230157,NSE:744RJ33A-SG,744RJ33A
101000000018323,SDL HR 7.44% 2033,0.01,IN1620230152,NSE:744HR33-SG,744HR33
101000000018327,SDL GA 7.44% 2033,0.01,IN1420230071,NSE:744GA33-SG,744GA33
10100000001833,SDL MN 6.63% 2031,0.01,IN2320200073,NSE:663MN31-SG,663MN31
101000000018332,SDL AP 7.45% 2034,0.01,IN1020230414,NSE:745AP34-SG,745AP34
101000000018333,SDL HR 7.45% 2035,0.01,IN1620230160,NSE:745HR35-SG,745HR35
101000000018334,SDL WB 7.41% 2039,0.01,IN3420230051,NSE:741WB39-SG,741WB39
101000000018335,SDL RJ 7.41% 2039,0.01,IN2920230165,NSE:741RJ39-SG,741RJ39
101000000018336,SDL KL 7.4% 2041,0.01,IN2020230131,NSE:74KL41-SG,74KL41
101000000018337,SDL RJ 7.4% 2041,0.01,IN2920230173,NSE:74RJ41-SG,74RJ41
101000000018340,GOI TBILL 364D-29/08/24,0.01,IN002023Z240,NSE:364D290824-TB,364D290824
101000000018341,VISHNU PRAKASH R PUNGLI L,0.05,INE0AE001013,NSE:VPRPL-EQ,VPRPL
101000000018347,UTIAMC - NIFMID150,0.01,INF789F1AYX9,NSE:NIFMID150-EQ,NIFMID150
10100000001835,KANORIA CHEMICALS & INDUS,0.05,INE138C01024,NSE:KANORICHEM-EQ,KANORICHEM
101000000018354,SAHAJ FASHIONS LIMITED,0.05,INE013901017,NSE:SAHAJ-SM,SAHAJ
101000000018359,SANDUR MANG & IRON ORES L,0.05,INE149K01016,NSE:SANDUMA-EQ,SANDUMA
10100000001836,SDL RJ 6.59% 2031,0.01,IN2920200564,NSE:659RJ31-SG,659RJ31
101000000018365,PERSISTENT SYSTEMS LTD,0.05,INE262H01021,NSE:PERSISTENT-EQ,PERSISTENT
101000000018371,NAGA DHUNSERI GROUP LTD,0.05,INE756C01015,NSE:NDGL-EQ,NDGL
101000000018372,C P S SHAPERS LIMITED,0.05,INE0QBU01012,NSE:CPS-SM,CPS
10100000001838,KARUR VYSYA BANK LTD,0.05,INE036D01028,NSE:KARURVYSYA-EQ,KARURVYSYA
101000000018388,FRANTEMAMC - FISTIPIP3G,0.01,INF090I01VR5,NSE:FISTIPIP3G-MF,FISTIPIP3G
10100000001839,SDL TN 6.53% 2031,0.01,IN3120200339,NSE:653TN31-SG,653TN31
101000000018391,RBL BANK LIMITED,0.05,INE976G01028,NSE:RBLBANK-EQ,RBLBANK
101000000018392,MONO PHARMACARE LIMITED,0.05,INE0OIP01012,NSE:MONOPHARMA-SM,MONOPHARMA
1010000000184,TCPL PACKAGING LIMITED,0.05,INE822C01015,NSE:TCPLPACK-EQ,TCPLPACK
101000000018400,SDL AP 7.44% 2033,0.01,IN1020230422,NSE:744AP33-SG,744AP33
101000000018401,SDL AS 7.47% 2033,0.01,IN1220230099,NSE:747AS33-SG,747AS33
101000000018402,SDL UK 7.47% 2033,0.01,IN3620230018,NSE:747UK33-SG,747UK33
101000000018403,SDL GA 7.47% 2033,0.01,IN1420230089,NSE:747GA33-SG,747GA33
101000000018404,SDL TN 7.43% 2033,0.01,IN3120230229,NSE:743TN33-SG,743TN33
101000000018405,SDL PN 7.45% 2034,0.01,IN2820230133,NSE:745PN34A-SG,745PN34A
101000000018406,SDL MN 7.44% 2035,0.01,IN2320230054,NSE:744MN35-SG,744MN35
101000000018407,SDL HR 7.44% 2035,0.01,IN1620230178,NSE:744HR35-SG,744HR35
101000000018408,SDL RJ 7.44% 2036,0.01,IN2920230181,NSE:744RJ36-SG,744RJ36
101000000018409,SDL HP 7.42% 2038,0.01,IN1720230052,NSE:742HP38-SG,742HP38
10100000001841,KCP LTD,0.05,INE805C01028,NSE:KCP-EQ,KCP
101000000018410,SDL TS 7.44% 2039,0.01,IN4520230215,NSE:744TS39A-SG,744TS39A
101000000018411,SDL AP 7.44% 2040,0.01,IN1020230430,NSE:744AP40-SG,744AP40
101000000018412,SDL TS 7.4% 2043,0.01,IN4520230223,NSE:74TS43-SG,74TS43
101000000018413,SDL AP 7.4% 2043,0.01,IN1020230448,NSE:74AP43-SG,74AP43
101000000018416,GOI TBILL 364D-05/09/24,0.01,IN002023Z257,NSE:364D050924-TB,364D050924
101000000018417,RISHABH INSTRUMENTS LTD,0.05,INE0N2P01017,NSE:RISHABH-EQ,RISHABH
10100000001842,SDL UP 6.6% 2031,0.01,IN3320200220,NSE:66UP31-SG,66UP31
101000000018423,RATNAVEER PRECISION ENG L,0.05,INE05CZ01011,NSE:RATNAVEER-EQ,RATNAVEER
101000000018425,ASIAN HOTELS (NORTH) LTD,0.05,INE363A01022,NSE:ASIANHOTNR-BE,ASIANHOTNR
101000000018429,2.75% GOLDBONDS2024TR-IV,0.01,IN0020160027,NSE:SGBAUG24-GB,SGBAUG24
101000000018431,BIGBLOC CONSTRUCTION LTD,0.05,INE412U01025,NSE:BIGBLOC-EQ,BIGBLOC
101000000018442,BASILIC FLY STUDIO LTD,0.05,INE0OCC01013,NSE:BASILIC-SM,BASILIC
101000000018446,SEC RE NCD 9.10% SR I,0.01,INE741K07520,NSE:CREDITACC-N7,CREDITACC
101000000018451,2.50%GOLDBONDS2028SR-X,0.01,IN0020190552,NSE:SGBMAR28X-GB,SGBMAR28X
101000000018457,HITACHI ENERGY INDIA LTD,0.05,INE07Y701011,NSE:POWERINDIA-EQ,POWERINDIA
101000000018462,SEC RE NCD SR II,0.01,INE741K07561,NSE:CREDITACC-N8,CREDITACC
101000000018471,SEC RE NCD 9.25% SR III,0.01,INE741K07595,NSE:CREDITACC-N9,CREDITACC
101000000018473,SEC RE NCD SR IV,0.01,INE741K07538,NSE:CREDITACC-NA,CREDITACC
101000000018474,GOI LOAN 7.19% 2060,0.01,IN0020200039,NSE:719GS2060-GS,719GS2060
101000000018479,INTRASOFT TECH. LTD,0.05,INE566K01011,NSE:ISFT-EQ,ISFT
101000000018480,SEC RE NCD 9.40% SR V,0.01,INE741K07587,NSE:CREDITACC-NB,CREDITACC
101000000018485,SEC RE NCD SR VI,0.01,INE741K07553,NSE:CREDITACC-NC,CREDITACC
101000000018487,SEC RE NCD 9.70% SR VII,0.01,INE741K07579,NSE:CREDITACC-ND,CREDITACC
101000000018498,SEC RE NCD SR VIII,0.01,INE741K07546,NSE:CREDITACC-NE,CREDITACC
1010000000185,SDL MH 6.78% 2032,0.01,IN2220200199,NSE:678MH32-SG,678MH32
101000000018501,SAB EVENTS & GOVERNANCE,0.05,INE860T01019,NSE:SABEVENTS-BE,SABEVENTS
101000000018506,SAROJA PHARMA INDUS IND L,0.05,INE0PCL01011,NSE:SAROJA-SM,SAROJA
101000000018508,TV VISION LIMITED,0.05,INE871L01013,NSE:TVVISION-BE,TVVISION
101000000018514,PRAMARA PROMOTIONS LTD,0.05,INE0O7A01017,NSE:PRAMARA-SM,PRAMARA
101000000018518,SDL AP 7.48% 2038,0.01,IN1020230455,NSE:748AP38A-SG,748AP38A
101000000018519,SDL JK 7.43% 2053,0.01,IN4920230088,NSE:743JK53A-SG,743JK53A
101000000018521,SDL PN 7.48% 2034,0.01,IN2820230141,NSE:748PN34-SG,748PN34
101000000018522,SDL GA 7.46% 2038,0.01,IN1420230097,NSE:746GA38-SG,746GA38
101000000018524,CUPID LIMITED,0.05,INE509F01029,NSE:CUPID-BE,CUPID
101000000018527,SDL MP 7.46% 2038,0.01,IN2120230031,NSE:746MP38-SG,746MP38
101000000018528,SDL MH 7.47% 2034,0.01,IN2220230121,NSE:747MH34-SG,747MH34
101000000018529,SDL HR 7.47% 2033,0.01,IN1620230186,NSE:747HR33-SG,747HR33
101000000018531,SDL MH 7.46% 2033,0.01,IN2220230113,NSE:746MH33-SG,746MH33
101000000018532,SDL UK 7.48% 2033,0.01,IN3620230026,NSE:748UK33-SG,748UK33
101000000018536,SDL MP 7.46% 2039,0.01,IN2120230049,NSE:746MP39-SG,746MP39
101000000018537,SDL TS 7.46% 2042,0.01,IN4520230231,NSE:746TS42-SG,746TS42
101000000018538,SDL TS 7.44% 2045,0.01,IN4520230249,NSE:744TS45-SG,744TS45
101000000018539,SDL AP 7.46% 2041,0.01,IN1020230463,NSE:746AP41-SG,746AP41
10100000001854,SDL UK 6.6% 2031,0.01,IN3620200078,NSE:66UK31-SG,66UK31
101000000018542,GOI TBILL 364D-12/09/24,0.01,IN002023Z265,NSE:364D120924-TB,364D120924
101000000018545,DIAMOND POWER INFRA LTD,0.05,INE989C01020,NSE:DIACABS-BE,DIACABS
101000000018553,JUPITER LIFE LINE HOSP L,0.05,INE682M01012,NSE:JLHL-EQ,JLHL
101000000018558,JIWANRAM SHEODUTTRA IND L,0.05,INE0N5H01017,NSE:JIWANRAM-SM,JIWANRAM
101000000018561,GOI LOAN 7.16% 2050,0.01,IN0020200054,NSE:716GS2050-GS,716GS2050
101000000018564,L&T TECHNOLOGY SER. LTD.,0.05,INE010V01017,NSE:LTTS-EQ,LTTS
101000000018566,R R KABEL LIMITED,0.05,INE777K01022,NSE:RRKABEL-EQ,RRKABEL
101000000018571,GNA AXLES LIMITED,0.05,INE934S01014,NSE:GNA-EQ,GNA
101000000018581,KIRLOSKAR BROTHERS LTD,0.05,INE732A01036,NSE:KIRLOSBROS-EQ,KIRLOSBROS
101000000018582,UNIHEALTH CONSULTANCY LTD,0.05,INE0PRF01011,NSE:UNIHEALTH-SM,UNIHEALTH
10100000001859,KESORAM INDUSTRIES LTD,0.05,INE087A01019,NSE:KESORAMIND-EQ,KESORAMIND
101000000018593,EMS LIMITED,0.05,INE0OV601013,NSE:EMSLIMITED-EQ,EMSLIMITED
1010000000186,8.50% TAX FREE TR I S IIA,0.01,INE906B07DE1,NSE:NHAI-N5,NHAI
10100000001860,SDL JH 6.66% 2034,0.01,IN3720200044,NSE:666JH34-SG,666JH34
